index,source_file,name,status,seconds,folder_path,consensus_status,decision_reason
15,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/AMV_VRNB1_121_brass_saxophone_loop_shot_Gm.wav,AMV_VRNB1_121_brass_saxophone_loop_shot_Gm.wav,pass,2.353,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_reed_or_instrument_loop, confidence=1.00; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
16,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/AMV_VRNB1_122_brass_saxophone_loop_forus_Fm.wav,AMV_VRNB1_122_brass_saxophone_loop_forus_Fm.wav,pass,2.268,Instruments/Brass and Woodwinds/Loops,profile_candidate_brass_woodwind_claim,"BrainVoter had a nearby brass/woodwind profile candidate and measured audio supported pitched/reed instrument structure: role=pitched_reed_or_instrument_loop, shape=pitched_phrase:0.80; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX"
17,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/AMV_VRNB1_127_brass_saxophone_loop_chrome_D#m.wav,AMV_VRNB1_127_brass_saxophone_loop_chrome_D#m.wav,pass,3.307,Instruments/Instrument Loops/Loops,ambiguous_fx_music_loop_broad_bucket,"measured pitched/mixed loop structure beat an ambiguous FX leaf; role=pitched_music_loop, confidence=1.00; raw=FX/Designed Noise FX/Siren/Long FX"
18,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/AMV_VRNB1_144_brass_saxophone_loop_ghost_D#m.wav,AMV_VRNB1_144_brass_saxophone_loop_ghost_D#m.wav,pass,3.42,Instruments/Brass and Woodwinds/Loops,profile_candidate_brass_woodwind_claim,"BrainVoter had a nearby brass/woodwind profile candidate and measured audio supported pitched/reed instrument structure: role=pitched_reed_or_instrument_loop, shape=pitched_phrase:1.00; raw=FX/Designed Noise FX/Siren/Long FX"
19,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/AMV_VRNB1_154_brass_saxophone_loop_deepthoughts_D#m.wav,AMV_VRNB1_154_brass_saxophone_loop_deepthoughts_D#m.wav,pass,3.29,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=0.95; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
20,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Alize_Saxophone_Dmin_140Bpm.wav,Alize_Saxophone_Dmin_140Bpm.wav,pass,3.881,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
21,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/BeAlone_Sax_Dm_99BPM.wav,BeAlone_Sax_Dm_99BPM.wav,pass,3.387,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
22,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/BoomboxArchives_Loop_Sax_84bpm_01_Em.wav,BoomboxArchives_Loop_Sax_84bpm_01_Em.wav,pass,3.38,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
23,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Brass_Saxophone_RnB_Multi_Instrument_F_Minor_80BPM.wav,Brass_Saxophone_RnB_Multi_Instrument_F_Minor_80BPM.wav,pass,3.068,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=0.98; raw=FX/Impacts and Hits/Short Impact/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
24,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/C'est_la_vie_Saxophone_Cmin_150Bpm.wav,C'est_la_vie_Saxophone_Cmin_150Bpm.wav,pass,3.278,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=1.00; raw=FX/Designed Noise FX/Siren/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched musical phrase/loop; drum, animal, foley, and long-FX leaves are not eligible"
25,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/CD4_Forbidden Romance_saxophone & keys_Part_1_Gm_78.wav,CD4_Forbidden Romance_saxophone & keys_Part_1_Gm_78.wav,pass,3.395,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=0.85; raw=FX/Designed Noise FX/Siren/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched musical phrase/loop; drum, animal, foley, and long-FX leaves are not eligible"
26,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/CR_Jazzy_Sax_On_Tape_3_121bpm_Bm_JH.wav,CR_Jazzy_Sax_On_Tape_3_121bpm_Bm_JH.wav,pass,3.273,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
27,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Chopart3_GodlikeLoops_90_Piano_Sax_Songstarter_Abm_Loop_Fine.wav,Chopart3_GodlikeLoops_90_Piano_Sax_Songstarter_Abm_Loop_Fine.wav,pass,3.3,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
28,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Fievreux_Saxophone_F#min_70Bpm.wav,Fievreux_Saxophone_F#min_70Bpm.wav,pass,3.272,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
29,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/GrimyHipHop_Saxophone_15_Fm_Melody_Dark_Dusty_Warm_Loop_84bpm.wav,GrimyHipHop_Saxophone_15_Fm_Melody_Dark_Dusty_Warm_Loop_84bpm.wav,pass,1.25,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"instrument one-shot leaf conflicted with measured loop structure: role=pitched_music_loop, confidence=1.00; raw=Instruments/Guitar/Electric Guitar/One Shots; fallback=Instruments/Instrument Loops/Loops; measured loop/phrase structure was safer than a source-specific instrument one-shot leaf"
30,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/GrimyHipHop_Saxophone_26_Fm_Melody_Dark_Dusty_Warm_Loop_84bpm.wav,GrimyHipHop_Saxophone_26_Fm_Melody_Dark_Dusty_Warm_Loop_84bpm.wav,pass,1.004,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_reed_or_instrument_phrase, confidence=0.76; raw=Drums/Percussion/Generic Percussion/One Shots; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
31,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Higher_97_A#m_Saxophone.wav,Higher_97_A#m_Saxophone.wav,pass,3.347,Instruments/Instrument Loops/Loops,ambiguous_fx_music_loop_broad_bucket,"measured pitched/mixed loop structure beat an ambiguous FX leaf; role=pitched_music_loop, confidence=1.00; raw=FX/Human and Voice FX/Spoken Voice/Long FX"
32,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/HipHopTapes_28_Saxophone_D#m_90bpm.wav,HipHopTapes_28_Saxophone_D#m_90bpm.wav,pass,1.267,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"instrument one-shot leaf conflicted with measured loop structure: role=pitched_reed_or_instrument_phrase, confidence=0.88; raw=Instruments/Brass/Trumpet/One Shots; fallback=Instruments/Instrument Loops/Loops; measured loop/phrase structure was safer than a source-specific instrument one-shot leaf"
33,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/HipHopTapes_29_Saxophone_D#m_90bpm.wav,HipHopTapes_29_Saxophone_D#m_90bpm.wav,pass,1.099,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"instrument one-shot leaf conflicted with measured loop structure: role=pitched_reed_or_instrument_loop, confidence=0.88; raw=Instruments/Brass/Trumpet/One Shots; fallback=Instruments/Instrument Loops/Loops; measured loop/phrase structure was safer than a source-specific instrument one-shot leaf"
34,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/HipHopTapes_31_Saxophone_D#m_90bpm.wav,HipHopTapes_31_Saxophone_D#m_90bpm.wav,pass,1.466,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"instrument one-shot leaf conflicted with measured loop structure: role=pitched_reed_or_instrument_loop, confidence=1.00; raw=Instruments/Keys/Rhodes/One Shots; fallback=Instruments/Instrument Loops/Loops; measured loop/phrase structure was safer than a source-specific instrument one-shot leaf"
35,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Intro Sax_FMinor_96BPM.wav,Intro Sax_FMinor_96BPM.wav,pass,3.112,Instruments/Instrument Loops/Loops,role_sanity_generic_pitched_broad_instrument_loop,generic pitched/mixed loop role chose broad Instrument Loops instead of an over-specific sax/guitar/synth/one-shot leaf
36,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/JazzHipHop_15_Saxophone_Melody_D#m_84bpm.wav,JazzHipHop_15_Saxophone_Melody_D#m_84bpm.wav,pass,3.218,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=1.00; raw=FX/Designed Noise FX/Siren/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched musical phrase/loop; drum, animal, foley, and long-FX leaves are not eligible"
37,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/Lady_Saxophone_Riff_Emin_160bpm.wav,Lady_Saxophone_Riff_Emin_160bpm.wav,pass,3.097,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
38,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/RHSH_Brass_Saxophones_01_keyEm_103bpm.wav,RHSH_Brass_Saxophones_01_keyEm_103bpm.wav,pass,3.33,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_reed_or_instrument_loop, confidence=0.80; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
39,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/RHSH_Saxophone_Ensemble_01_keyGm_83bpm.wav,RHSH_Saxophone_Ensemble_01_keyGm_83bpm.wav,pass,2.877,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=0.80; raw=FX/Designed Noise FX/Alarm/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched musical phrase/loop; drum, animal, foley, and long-FX leaves are not eligible"
40,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/RHSH_Saxophone_Ensemble_02_keyC_85bpm.wav,RHSH_Saxophone_Ensemble_02_keyC_85bpm.wav,pass,3.274,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=pitched_music_loop, confidence=0.80; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
41,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/RHSH_Saxophone_Ensemble_05_keyC_89bpm.wav,RHSH_Saxophone_Ensemble_05_keyC_89bpm.wav,pass,3.226,Instruments/Instrument Loops/Loops,candidate_true_bucket_rescue,measured pitched musical structure kept curated smoke example out of review; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops
42,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SCY078_01_Sax_Loop_KeyCm_75bpm_01.wav,SCY078_01_Sax_Loop_KeyCm_75bpm_01.wav,pass,3.348,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
43,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SCY093_02_Sax_Loop_KeyAbm_89bpm_01.wav,SCY093_02_Sax_Loop_KeyAbm_89bpm_01.wav,pass,2.6,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
44,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SCY097_01_Sax_Loop_KeyGm_90bpm_02.wav,SCY097_01_Sax_Loop_KeyGm_90bpm_02.wav,pass,3.356,Instruments/Instrument Loops/Loops,role_sanity_generic_pitched_broad_instrument_loop,generic pitched/mixed loop role chose broad Instrument Loops instead of an over-specific sax/guitar/synth/one-shot leaf
45,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SCY097_03_Sax_Loop_KeyEm_90bpm_01.wav,SCY097_03_Sax_Loop_KeyEm_90bpm_01.wav,pass,2.811,Instruments/Instrument Loops/Loops,sustained_pitched_instrument_broad_bucket,"pitched conflict loop had stronger sustained tonal instrument evidence than drum or FX evidence: role=pitched_music_loop, confidence=0.78; raw=FX/Structural and Transitional FX/Risers and Builds/Synth Riser/Long FX; fallback=Instruments/Instrument Loops/Loops; measured sustained pitched instrument evidence was safer than review"
46,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SCY098_03_Sax_Loop_KeyAm_90bpm_01.wav,SCY098_03_Sax_Loop_KeyAm_90bpm_01.wav,pass,2.859,Instruments/Woodwinds/Saxophone/Loops,parent_eligibility_broad_bucket,"measured sax/woodwind claim beat non-reed FX or Human/Voice false positive: role=pitched_reed_or_instrument_loop, confidence=1.00; raw=FX/Designed Noise FX/Siren/Long FX; fallback=Instruments/Woodwinds/Saxophone/Loops; measured sustained pitched reed/instrument loop; drum-loop, human voice, FX, animal, machine, and ambience leaves are not eligible"
47,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SHE2_loop 14_full_123 bpm_D#.wav,SHE2_loop 14_full_123 bpm_D#.wav,pass,3.305,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
48,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SLJS_Solace_Tenor_Sax_DRY_3_keyDm_67bpm.wav,SLJS_Solace_Tenor_Sax_DRY_3_keyDm_67bpm.wav,pass,3.191,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
49,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/SS_BC_Kit2_120_Gm_Saxophone.wav,SS_BC_Kit2_120_Gm_Saxophone.wav,pass,3.31,Instruments/Instrument Loops/Loops,parent_eligibility_broad_bucket,"instrument one-shot leaf conflicted with measured loop structure: role=pitched_music_loop, confidence=1.00; raw=Instruments/Woodwinds/Saxophone/One Shots; fallback=Instruments/Instrument Loops/Loops; measured loop/phrase structure was safer than a source-specific instrument one-shot leaf"
50,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Loop/Brass_Woodwind/These_Walls_Saxophone_Phrase_Cm_90BPM.wav,These_Walls_Saxophone_Phrase_Cm_90BPM.wav,pass,2.336,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
51,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Bass/Kit 4 Sub Pad Key B minor 140 bpm.wav,Kit 4 Sub Pad Key B minor 140 bpm.wav,pass,2.223,Instruments/Bass/Bass Loops,same_family_role_broad_bucket,raw shared winner stayed in Instruments but measured role was a decisive bass loop: bass_loop=1.00; stopped at a bass broad bucket
52,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/DRUMS_LOOP_125BPM.wav,DRUMS_LOOP_125BPM.wav,pass,3.008,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=transition_riser:0.89; raw=Drums/Drum Loops/Loops"
53,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/Drum_Full_06_95bpm.wav,Drum_Full_06_95bpm.wav,pass,1.75,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=transition_drop:0.78; raw=Drums/Drum Loops/Loops"
54,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/Drumloop_hats_Dark_Rap_140BPM.wav,Drumloop_hats_Dark_Rap_140BPM.wav,pass,2.099,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=beat_loop:1.00; raw=Drums/Drum Loops/Loops"
55,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/ES_ICH_Drum_Loop_85_Destiny_Tops.wav,ES_ICH_Drum_Loop_85_Destiny_Tops.wav,pass,3.301,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=beat_loop:1.00; raw=Drums/Drum Loops/Loops"
56,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/ES_TEDR2_Claps&Snares_76.wav,ES_TEDR2_Claps&Snares_76.wav,pass,0.407,Drums/Rims and Sticks/Rimshot/One Shots,strong_consensus,brain and physics shared the winning category
57,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/Full Drum Loop 03 - 78BPM.wav,Full Drum Loop 03 - 78BPM.wav,pass,1.766,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=bass_phrase:0.95; raw=Drums/Drum Loops/Loops"
58,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/HipHopTapes_Hats_21_Gm_Acoustic_Top_90bpm.wav,HipHopTapes_Hats_21_Gm_Acoustic_Top_90bpm.wav,pass,3.191,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=beat_loop:1.00; raw=Drums/Drum Loops/Loops"
59,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/JL_TDBL_Drum Full_act up_138bpm.wav,JL_TDBL_Drum Full_act up_138bpm.wav,pass,3.009,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=bass_phrase:0.99; raw=Instruments/Instrument Loops/Loops"
60,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/Kick it (Sample)-65-C Minor-65-Pad.wav,Kick it (Sample)-65-C Minor-65-Pad.wav,pass,3.498,Instruments/Instrument Loops/Loops,strong_consensus,brain and physics shared the winning category
61,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/SCY095_03_Drums_Top_Loop_90bpm_01.wav,SCY095_03_Drums_Top_Loop_90bpm_01.wav,pass,3.222,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=beat_loop:0.90; raw=Drums/Drum Loops/Loops"
62,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/SCY097_03_Drums_Full_Loop_90bpm_03.wav,SCY097_03_Drums_Full_Loop_90bpm_03.wav,pass,2.648,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=bass_phrase:0.84; raw=Drums/Drum Loops/Loops"
63,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/THO_ck4_drums top_130 bpm.wav,THO_ck4_drums top_130 bpm.wav,pass,3.327,Drums/Drum Loops/Loops,profile_candidate_drum_loop_claim,"BrainVoter had a nearby drum-loop profile candidate and measured audio supported drum-loop structure: role=drum_loop, shape=top_loop:0.81; raw=FX/Structural and Transitional FX/Drops and Downlifters/Generic Drop or Downlifter/Long FX"
64,/mnt/data/v3190_fx_extract_inprocess/FX_Aaron2/Premium Bounce/Loop/Drums/US_JF_Drum_140_Dapocket_FULL.wav,US_JF_Drum_140_Dapocket_FULL.wav,pass,3.24,Drums/Drum Loops/Loops,parent_eligibility_broad_bucket,"raw consensus was incompatible with measured parent eligibility: role=drum_loop, confidence=0.78; raw=FX/Animals and Creatures/Bird/Long FX; fallback=Drums/Drum Loops/Loops; measured repeated rhythmic drum/bass-loop structure; pitched/bass/instrument/FX leaves require stronger non-drum evidence"
